H8A66,試,시
H8A69,詩,시
H8A71,話,화
H8A72,該,해
H8A73,詳,상
H8A87,誇,과
H8A8C,誌,지
H8A8D,認,인
H8A93,誓,서
H8A95,誕,탄
H8A98,誘,유
H8A9E,語,어
H8AA0,誠,성
H8AA4,誤,오
H8AA6,誦,송
H8AAA,說,설
H8AB0,誰,수
H8AB2,課,과
H8ABF,調,조
H8AC7,談,담
H8ACB,請,청
H8AD2,諒,량
H8AD6,論,론
H8AF8,諸,제
H8AFE,諾,낙
H8B00,謀,모
H8B01,謁,알
H8B02,謂,위
H8B19,謙,겸
H8B1B,講,강
H8B1D,謝,사
H8B20,謠,요
H8B39,謹,근
H8B49,證,증
H8B58,識,식
H8B5C,譜,보
H8B66,警,경
H8B6F,譯,역
H8B70,議,의
H8B77,護,호
H8B7D,譽,예
H8B80,讀,독
H8B8A,變,변
H8B93,讓,양
H8B9A,讚,찬
H8C37,谷,곡
H8C46,豆,두
H8C48,豈,기
H8C50,豐,풍
H8C5A,豚,돈
H8C61,象,상
H8C6A,豪,호
H8C6B,豫,예
H8C8C,貌,모
H8C9D,貝,패
H8C9E,貞,정
H8CA0,負,부
H8CA1,財,재
H8CA2,貢,공
H8CA7,貧,빈
H8CA8,貨,화
H8CA9,販,판
H8CAA,貪,탐
H8CAB,貫,관
H8CAC,責,책
H8CAF,貯,저
H8CB4,貴,귀
H8CB7,買,매
H8CB8,貸,대
H8CBB,費,비
H8CBF,貿,무
H8CC0,賀,하
H8CC3,賃,임
H8CC7,資,자
H8CCA,賊,적
H8CD3,賓,빈
H8CDC,賜,사
H8CDE,賞,상
H8CE2,賢,현
H8CE3,賣,매
H8CE4,賤,천
H8CE6,賦,부
H8CEA,質,질
H8CF4,賴,뢰
H8D08,贈,증
H8D0A,贊,찬
H8D64,赤,적
H8D70,走,주
H8D74,赴,부
H8D77,起,기
H8D85,超,초
H8D8A,越,월
H8DA3,趣,취
H8DB3,足,족
H8DDD,距,거
H8DE1,跡,적
H8DEF,路,로
H8DF3,跳,도
H8E0F,踏,답
H8E10,踐,천
H8E5F,蹟,적
H8E8D,躍,약
H8EAB,身,신
H8ECA,車,거
H8ECC,軌,궤
H8ECD,軍,군
H8ED2,軒,헌
H8EDF,軟,연
H8F03,較,교
H8F09,載,재
H8F15,輕,경
H8F1D,輝,휘
H8F29,輩,배
H8F2A,輪,륜
H8F38,輸,수
H8F3F,輿,여
H8F49,轉,전
H8F9B,辛,신
H8FA8,辨,변
H8FAD,辭,사
H8FAF,辯,변
H8FB0,辰,진
H8FB1,辱,욕
H8FB2,農,농
H8FCE,迎,영
H8FD1,近,근
H8FD4,返,반
H8FEB,迫,박
H8FF0,述,술
H8FF7,迷,미
H8FFD,追,추
H9000,退,퇴
H9001,送,송
H9003,逃,도
H9006,逆,역
H900F,透,투
H9010,逐,축
H9014,途,도
H901A,通,통
H901D,逝,서
H901F,速,속
H9020,造,조
H9022,逢,봉
H9023,連,련
H902E,逮,체
H9031,週,주
H9032,進,진
H9038,逸,일
H9042,遂,수
H9047,遇,우
H904A,遊,유
H904B,運,운
H904D,遍,편
H904E,過,과
H9053,道,도
H9054,達,달
H9055,違,위
H9059,遙,요
H905E,遞,체
H9060,遠,원
H9063,遣,견
H9069,適,적
H9072,遲,지
H9075,遵,준
H9077,遷,천
H9078,選,선
H907A,遺,유
H907F,避,피
H9084,還,환
H908A,邊,변
H9091,邑,읍
H90A3,那,나
H90A6,邦,방
H90AA,邪,사
H90CA,郊,교
H90DE,郞,랑
H90E1,郡,군
H90E8,部,부
H90ED,郭,곽
H90F5,郵,우
H90FD,都,도
H9115,鄕,향
H9130,鄰,린
H9149,酉,유
H914C,酌,작
H914D,配,배
H9152,酒,주
H9189,醉,취
H919C,醜,추
H91AB,醫,의
H91CB,釋,석
H91CC,里,리
H91CD,重,중
H91CE,野,야
H91CF,量,량
H91D1,金,금
H91DD,針,침
H920D,鈍,둔
H925B,鉛,연
H9280,銀,은
H9283,銃,총
H9285,銅,동
H9298,銘,명
H92B3,銳,예
H92FC,鋼,강
H9304,錄,록
H9322,錢,전
H9326,錦,금
H932F,錯,착
H934A,鍊,련
H9396,鎖,쇄
H93AD,鎭,진
H93E1,鏡,경
H9418,鐘,종
H9435,鐵,철
H9444,鑄,주
H9451,鑑,감
H945B,鑛,광
H9577,長,장
H9580,門,문
H9589,閉,폐
H958B,開,개
H958F,閏,윤
H9591,閑,한
H9593,間,간
H95A3,閣,각
H95B1,閱,열
H95DC,關,관
H9632,防,방
H963F,阿,아
H9644,附,부
H964D,降,강
H9650,限,한
H9662,院,원
H9663,陣,진
H9664,除,제
H9670,陰,음
H9673,陳,진
H9675,陵,릉
H9676,陶,도
H9677,陷,함
H9678,陸,륙
H967D,陽,양
H9686,隆,륭
H968A,隊,대
H968E,階,계
H9694,隔,격
H969B,際,제
H969C,障,장
H96A8,隨,수
H96AA,險,험
H96B1,隱,은
H96B7,隷,례
H96C1,雁,안
H96C4,雄,웅
H96C5,雅,아
H96C6,集,집
H96D6,雖,수
H96D9,雙,쌍
H96DC,雜,잡
H96E2,離,리
H96E3,難,난
H96E8,雨,우
H96EA,雪,설
H96F2,雲,운
H96F6,零,령
H96F7,雷,뢰
H96FB,電,전
H9700,需,수
H9707,震,진
H971C,霜,상
H9727,霧,무
H9732,露,로
H9748,靈,령
H9751,靑,청
H975C,靜,정
H975E,非,비
H9762,面,면
H9769,革,혁
H97D3,韓,한
H97F3,音,음
H97FB,韻,운
H97FF,響,향
H9802,頂,정
H9803,頃,경
H9805,項,항
H9806,順,순
H9808,須,수
H980C,頌,송
H9817,頗,파
H9818,領,령
H982D,頭,두
H983B,頻,빈
H984C,題,제
H984D,額,액
H9854,顔,안
H9858,願,원
H985E,類,류
H9867,顧,고
H986F,顯,현
H98A8,風,풍
H98DB,飛,비
H98DC,飜,번
H98DF,食,식
H98E2,飢,기
H98EE,飮,음
H98EF,飯,반
H98FD,飽,포
H98FE,飾,식
H990A,養,양
H9913,餓,아
H9918,餘,여
H9928,館,관
H9996,首,수
H9999,香,향
H99AC,馬,마
H9A0E,騎,기
H9A30,騰,등
H9A37,騷,소
H9A45,驅,구
H9A57,驗,험
H9A5A,驚,경
H9A5B,驛,역
H9AA8,骨,골
H9AD4,體,체
H9AD8,高,고
H9AEE,髮,발
H9B2A,鬪,투
H9B3C,鬼,귀
H9B42,魂,혼
H9B5A,魚,어
H9BAE,鮮,선
H9CE5,鳥,조
H9CF3,鳳,봉
H9CF4,鳴,명
H9D3B,鴻,홍
H9DB4,鶴,학
H9DC4,鷄,계
H9E7D,鹽,염
H9E7F,鹿,록
H9E97,麗,려
H9EA5,麥,맥
H9EBB,麻,마
H9EC3,黃,황
H9ED1,黑,흑
H9ED8,默,묵
H9EDE,點,점
H9EE8,黨,당
H9F13,鼓,고
H9F3B,鼻,비
H9F4A,齊,제
H9F52,齒,치
H9F8D,龍,룡
H9F9C,龜,구
H2E569,𮕩,쇠
